kepoi_name,koi_disposition,koi_period,koi_duration,koi_depth,koi_prad,koi_insol,koi_teq,koi_impact,koi_model_snr,koi_steff,koi_slogg,koi_srad,koi_kepmag
K00877.03,CONFIRMED,20.83762895,2.3734,439.0,1.42,7.24,418.0,0.706,14.9,4261.0,4.641,0.633,15.019
K00121.01,FALSE POSITIVE,8.8111022,5.0683,401.1,63.66,904.92,1399.0,1.223,76.8,6200.0,3.8,2.404,12.759
K00878.01,CONFIRMED,23.58917143,5.073,1200.7,3.16,13.34,487.0,0.926,53.3,4919.0,4.566,0.721,15.316
K00123.01,CONFIRMED,6.481633073,3.784,298.5,2.54,406.25,1145.0,0.833,125.6,5945.0,4.213,1.302,12.365
K00892.01,CONFIRMED,10.37168928,3.035,1254.9,3.2,63.68,720.0,0.537,64.5,5121.0,4.457,0.888,15.193
K00892.02,CONFIRMED,3.96996298,1.1757,299.2,1.78,229.37,992.0,0.836,15.0,5121.0,4.457,0.888,15.193
K00893.01,CONFIRMED,4.40841331,5.012,549.4,2.66,398.0,1139.0,0.899,45.1,6007.0,4.457,0.961,15.662
K00894.01,FALSE POSITIVE,7.9426176,6.703,1590.7,4.68,140.57,878.0,0.942,60.4,5811.0,4.521,0.926,15.26
K00881.02,CONFIRMED,226.8904775,7.558,3136.4,4.53,0.73,236.0,0.731,46.8,5067.0,4.585,0.75,15.859
K00882.01,FALSE POSITIVE,1.956811408,2.1958,24905.0,21.58,357.16,1109.0,1.091,125.4,5209.0,4.657,0.603,15.533
K00883.01,CANDIDATE,2.688899233,2.11275,37491.6,12.04,175.76,929.0,0.001,1011.6,4820.0,4.667,0.639,15.766
K00884.01,CONFIRMED,9.439459486,2.8979,3036.1,4.16,52.32,686.0,0.049,175.2,5097.0,4.597,0.779,15.067
K00122.01,CONFIRMED,11.523067458,3.8757,507.3,3.13,174.81,927.0,0.0,142.0,5644.0,4.162,1.411,12.346
K00884.02,CONFIRMED,20.47748843,2.8364,1382.4,2.92,18.65,530.0,0.497,52.7,5097.0,4.597,0.779,15.067
K00884.03,CONFIRMED,3.336123113,1.9616,516.3,1.74,209.79,970.0,0.252,41.6,5097.0,4.597,0.779,15.067
K00886.01,CONFIRMED,8.01078456,2.312,1333.6,1.72,9.9,453.0,0.192,48.5,3713.0,4.779,0.47,15.847
K00886.02,CONFIRMED,12.07134205,4.3224,759.2,1.29,5.74,395.0,0.014,31.0,3713.0,4.779,0.47,15.847
K00886.03,CONFIRMED,20.99587872,2.6333,767.3,1.3,2.74,328.0,0.228,18.2,3713.0,4.779,0.47,15.847
K00887.01,CONFIRMED,7.41113177,2.5242,620.5,2.45,158.11,905.0,0.712,50.4,5849.0,4.517,0.919,15.031
K00888.01,FALSE POSITIVE,1.000747038,0.9967,1823.5,4.14,1635.2,1620.0,0.908,147.4,5472.0,4.499,0.79,15.419
K00889.01,CONFIRMED,8.884922995,2.07004,16053.4,10.51,83.21,770.0,0.069,388.2,5332.0,4.5,0.843,15.264
K00890.01,CONFIRMED,8.09888906,4.20241,6911.1,8.95,223.19,986.0,0.018,435.9,6214.0,4.442,1.076,15.261
K00891.01,CONFIRMED,10.00653012,5.344,936.1,3.52,139.21,876.0,0.862,71.9,6063.0,4.47,1.001,15.063
K00012.01,CONFIRMED,17.855221681,7.41287,9065.2,13.16,163.04,911.0,0.075,915.7,6823.0,4.308,1.367,11.353
K00901.01,CANDIDATE,12.732624065,2.2083,6465.7,4.87,8.22,432.0,0.811,210.5,3950.0,4.721,0.541,15.75
K00902.01,CANDIDATE,83.92494032,6.7904,7958.7,4.78,0.62,226.0,0.658,182.1,3960.0,4.746,0.509,15.754
K00903.01,CONFIRMED,5.007316661,4.2362,6932.3,6.96,234.28,998.0,0.344,431.4,5865.0,4.563,0.827,15.813
K00904.01,CONFIRMED,2.211116989,1.6485,724.2,1.85,177.19,931.0,0.69,42.6,4500.0,4.656,0.646,15.791
K00904.02,CONFIRMED,27.9541337,3.95,942.5,1.9,6.04,400.0,0.063,25.4,4500.0,4.656,0.646,15.791
K00124.01,CONFIRMED,12.69104387,3.7727,252.1,2.57,244.3,1008.0,0.008,60.2,5869.0,4.024,1.626,12.935
K00895.01,FALSE POSITIVE,4.409409243,3.8636,12861.0,10.95,347.06,1101.0,0.028,85.8,5600.0,4.368,0.975,15.403
K00896.01,CONFIRMED,16.23947096,4.0374,2590.7,4.14,30.14,598.0,0.043,123.8,5191.0,4.564,0.837,15.258
K00896.02,CONFIRMED,6.308201629,2.9785,1328.5,2.96,106.44,819.0,0.03,86.2,5191.0,4.564,0.837,15.258
K00897.01,CONFIRMED,2.052349884,2.0778,14280.6,13.12,1183.18,1497.0,0.437,1072.1,5855.0,4.393,1.08,15.257
K00898.01,CONFIRMED,9.7704486,2.4517,1897.8,2.23,10.59,460.0,0.09,58.0,3906.0,4.73,0.509,15.777
K00898.02,CONFIRMED,5.169804269,2.153,1037.4,1.66,24.75,569.0,0.351,41.4,3906.0,4.73,0.509,15.777
K00123.02,CONFIRMED,21.22261195,6.5093,366.0,2.48,83.56,771.0,0.02,114.9,5945.0,4.213,1.302,12.365
K00898.03,CONFIRMED,20.09017037,4.154,1432.1,2.25,4.05,362.0,0.886,36.9,3906.0,4.73,0.509,15.777
K00899.01,CONFIRMED,7.11373257,2.1764,807.6,1.16,8.01,429.0,0.334,44.4,3561.0,4.855,0.411,15.234
K00899.02,CONFIRMED,3.306551643,1.8177,509.2,0.91,22.19,554.0,0.001,37.8,3561.0,4.855,0.411,15.234
K00899.03,CONFIRMED,15.36845737,2.4714,756.1,1.11,2.86,332.0,0.115,30.9,3561.0,4.855,0.411,15.234
K00900.01,CONFIRMED,13.81020318,3.048,1309.7,4.56,113.75,833.0,0.791,46.2,5942.0,4.327,1.142,15.425
K00911.01,CONFIRMED,4.093578461,2.5833,538.6,2.85,461.07,1182.0,0.93,36.4,6077.0,4.471,0.999,15.399
K00911.02,CONFIRMED,105.145959,8.593,685.4,3.43,6.09,401.0,0.964,15.4,6077.0,4.471,0.999,15.399
K00912.01,CONFIRMED,10.8484518,2.9993,1675.6,2.34,14.66,499.0,0.21,64.5,4201.0,4.682,0.591,15.058
K00912.02,CONFIRMED,6.66833241,1.915,362.3,1.18,28.06,587.0,0.644,14.2,4201.0,4.682,0.591,15.058
K00913.01,CONFIRMED,4.082274889,3.23015,17859.2,10.55,251.48,1016.0,0.093,1669.1,5655.0,4.581,0.794,15.198
K00914.01,CANDIDATE,3.886655224,3.1646,581.6,1.87,246.29,1010.0,0.649,48.1,5662.0,4.61,0.738,15.371
K00904.03,CONFIRMED,42.1406089,5.083,895.5,1.85,3.49,349.0,0.045,21.6,4500.0,4.656,0.646,15.791
K00904.04,CONFIRMED,4.617490562,2.2618,575.8,1.62,66.47,728.0,0.649,28.1,4500.0,4.656,0.646,15.791
K00904.05,CONFIRMED,10.19849255,2.4283,634.1,1.75,23.11,559.0,0.714,21.4,4500.0,4.656,0.646,15.791
K00905.01,FALSE POSITIVE,5.795063956,3.2496,1692.9,4.33,192.74,950.0,0.949,119.4,5865.0,4.563,0.827,15.289
K00906.01,CONFIRMED,7.15681552,2.5882,867.0,2.47,88.23,782.0,0.45,47.7,5029.0,4.494,0.838,15.46
K00906.02,CONFIRMED,17.64830851,2.0873,763.3,2.43,26.49,579.0,0.653,23.8,5029.0,4.494,0.838,15.46
K00906.03,CONFIRMED,4.14810719,2.535,175.2,1.08,182.76,938.0,0.093,12.9,5029.0,4.494,0.838,15.46
K00907.01,CONFIRMED,16.51410989,4.1575,973.5,2.72,43.57,655.0,0.395,55.9,5527.0,4.488,0.866,15.223
K00907.02,CONFIRMED,30.1329298,5.172,1015.8,3.14,19.55,536.0,0.839,44.8,5527.0,4.488,0.866,15.223
K00907.03,CONFIRMED,4.79090809,2.603,251.3,1.36,227.24,990.0,0.11,21.2,5527.0,4.488,0.866,15.223
K00124.02,CONFIRMED,31.71981013,4.819,363.4,3.09,71.97,743.0,0.125,63.1,5869.0,4.024,1.626,12.935
K00907.04,CONFIRMED,99.6415962,4.448,952.5,2.64,3.97,360.0,0.028,22.7,5527.0,4.488,0.866,15.223
K00908.01,CONFIRMED,4.708326451,3.16114,7912.7,10.6,431.02,1162.0,0.061,633.4,5560.0,4.246,1.21,15.113
K00909.01,FALSE POSITIVE,16.37198661,3.8449,4147.6,540.37,8.71,438.0,9.303,54.5,4187.0,4.656,0.592,15.654
K00910.01,CONFIRMED,5.392026903,2.9804,1151.4,2.68,123.33,850.0,0.314,77.4,5198.0,4.589,0.801,15.651
K00928.01,CANDIDATE,2.494170338,1.1221,863.7,2.42,480.19,1194.0,0.095,69.2,5569.0,4.566,0.829,15.251
K00929.01,CONFIRMED,6.491682808,4.301,7163.3,9.66,301.54,1062.0,0.535,502.3,6123.0,4.413,1.107,15.649
K00930.01,FALSE POSITIVE,3.044770796,10.0134,1695.0,24.54,317.36,1076.0,1.252,203.5,5525.0,4.603,0.753,15.621
K00931.01,CONFIRMED,3.855603916,3.2179,16652.7,13.61,508.65,1212.0,0.348,1173.9,6033.0,4.46,1.046,15.272
K00932.01,FALSE POSITIVE,3.855599139,3.183,1030.9,3.57,425.74,1158.0,0.864,90.1,5936.0,4.501,0.965,15.054
K00125.01,CONFIRMED,38.47876629,5.04169,23530.0,13.26,13.01,484.0,0.003,1077.8,5510.0,4.539,0.879,13.779
K00915.01,FALSE POSITIVE,37.601661282,8.30604,59130.1,27.22,31.86,606.0,0.408,1667.3,6140.0,4.354,1.096,15.505
K00916.01,CONFIRMED,3.314947362,1.8007,1398.2,3.94,421.03,1155.0,0.799,123.5,5609.0,4.481,0.944,15.142
K00917.01,FALSE POSITIVE,6.71969089,3.0231,969.7,4.37,194.18,952.0,0.985,45.4,5931.0,4.479,0.866,15.172
K00918.01,CONFIRMED,39.6431552,6.5292,15663.8,10.98,11.74,472.0,0.062,690.3,5231.0,4.455,0.9,15.011
K00919.01,FALSE POSITIVE,51.42598578,16.9422,66067.7,29.66,21.4,549.0,0.203,1843.8,6257.0,4.41,1.147,15.631
K00920.01,CONFIRMED,21.80451611,3.4097,1144.9,2.6,20.48,543.0,0.751,49.9,5481.0,4.629,0.708,15.067
K00921.01,CONFIRMED,10.28194593,3.4366,1110.7,2.53,50.6,680.0,0.168,55.0,5196.0,4.593,0.775,15.532
K00921.02,CONFIRMED,18.11993039,4.2309,1506.9,2.95,23.77,563.0,0.206,60.7,5196.0,4.593,0.775,15.532
K00921.03,CONFIRMED,3.78402867,1.9012,426.1,1.7,191.78,949.0,0.691,25.6,5196.0,4.593,0.775,15.532
K00922.01,CONFIRMED,5.15448142,3.228,697.5,2.94,204.1,964.0,0.933,48.1,5431.0,4.457,0.884,15.365
K00126.01,FALSE POSITIVE,33.80364366,11.4813,13494.4,20.7,72.71,745.0,0.023,529.9,5855.0,3.999,1.796,13.109
K00923.01,CONFIRMED,5.743469797,3.4412,1240.2,3.13,219.95,982.0,0.001,79.7,5897.0,4.531,0.891,15.543
K00924.01,CANDIDATE,39.4759093,2.968,1012.6,4.06,26.13,577.0,0.938,26.6,6225.0,4.45,1.031,15.229
K00925.01,FALSE POSITIVE,19.974485239,4.23479,40293.1,26.56,56.84,700.0,0.886,1398.8,6108.0,4.471,0.997,15.217
K00926.01,CONFIRMED,3.166353562,3.3129,1473.4,3.82,621.92,1273.0,0.032,128.3,6007.0,4.47,0.998,15.603
K00927.01,FALSE POSITIVE,23.899634407,3.81881,20953.1,44.04,42.8,652.0,1.245,547.8,6192.0,4.503,0.924,15.453
K00939.01,CONFIRMED,3.388012244,2.6849,280.1,2.11,705.93,1315.0,0.433,30.6,5553.0,4.221,1.25,15.065
K00939.02,CONFIRMED,5.83909761,3.1915,273.6,2.06,341.48,1097.0,0.341,25.2,5553.0,4.221,1.25,15.065
K00939.03,CONFIRMED,1.620467654,2.1888,159.6,1.57,1893.42,1681.0,0.271,22.7,5553.0,4.221,1.25,15.065
K00939.04,CONFIRMED,10.6816951,3.605,307.8,2.3,152.75,897.0,0.646,21.9,5553.0,4.221,1.25,15.065
K00940.01,CONFIRMED,6.104849417,4.6912,2090.3,3.18,89.25,784.0,0.041,293.7,5085.0,4.584,0.712,15.017
K00127.01,CONFIRMED,3.578780566,2.91089,11382.2,10.43,406.6,1145.0,0.079,1838.4,5524.0,4.421,0.994,13.938
K00933.01,FALSE POSITIVE,3.187067566,3.119,1037.4,23.88,319.76,1079.0,1.234,37.2,5450.0,4.552,0.811,15.653
K00934.01,CONFIRMED,5.826657508,2.9183,1539.1,4.09,248.57,1013.0,0.033,81.1,5561.0,4.362,1.06,15.843
K00934.02,CONFIRMED,12.41216347,3.739,611.3,2.58,90.65,787.0,0.021,25.6,5561.0,4.362,1.06,15.843
K00934.03,CONFIRMED,18.74649011,3.895,796.8,3.05,52.38,686.0,0.508,26.7,5561.0,4.362,1.06,15.843
K00935.01,CONFIRMED,20.86021229,5.1937,1910.5,5.5,87.76,781.0,0.066,117.0,6035.0,4.22,1.257,15.237
K00935.02,CONFIRMED,42.63427848,6.1998,1719.3,5.22,33.82,615.0,0.142,78.7,6035.0,4.22,1.257,15.237
K00935.03,CONFIRMED,87.6476068,8.871,1009.6,4.0,12.94,484.0,0.147,37.5,6035.0,4.22,1.257,15.237
K00935.04,CANDIDATE,9.61731426,3.8692,234.0,1.94,246.13,1010.0,0.331,18.2,6035.0,4.22,1.257,15.237
K00936.01,CONFIRMED,9.467821474,2.4327,2237.0,2.13,6.47,407.0,0.081,124.7,3582.0,4.807,0.458,15.073
K00936.02,CONFIRMED,0.893040969,1.0981,741.7,1.24,151.14,893.0,0.009,87.8,3582.0,4.807,0.458,15.073
K00128.01,CONFIRMED,4.942783419,3.25346,11144.7,10.62,244.42,1008.0,0.566,2040.7,5514.0,4.459,0.978,13.758
K00937.01,CONFIRMED,20.83426731,4.0454,988.4,2.74,29.62,595.0,0.256,45.1,5537.0,4.549,0.88,15.412
K00938.01,CONFIRMED,9.94602357,3.3862,994.5,3.12,100.34,807.0,0.035,51.0,5344.0,4.365,1.013,15.596
K00938.02,CONFIRMED,1.04562195,1.8955,213.0,1.45,2031.84,1710.0,0.037,25.3,5344.0,4.365,1.013,15.596
K00938.03,CONFIRMED,5.71462396,2.336,297.8,1.78,210.16,971.0,0.503,16.7,5344.0,4.365,1.013,15.596
K00145.01,FALSE POSITIVE,102.9641952,15.735,1896.7,39.0,95.4,797.0,0.922,86.1,5047.0,3.066,7.119,13.608
K01102.02,CONFIRMED,8.14515981,5.073,446.8,3.43,287.91,1050.0,0.965,32.2,5896.0,4.197,1.24,14.925
K01102.03,CONFIRMED,18.9985279,4.529,430.7,43.17,93.03,792.0,1.3,16.9,5896.0,4.197,1.24,14.925
K01102.04,CONFIRMED,4.24439049,3.282,174.0,2.07,686.99,1305.0,0.949,15.1,5896.0,4.197,1.24,14.925
K01103.01,CANDIDATE,90.1240507,11.649,3020.3,7.12,13.09,485.0,0.698,57.9,6520.0,4.375,1.215,14.96
K00150.02,CONFIRMED,28.5742692,4.9427,824.9,2.32,19.83,538.0,0.068,97.1,5551.0,4.508,0.812,13.771
K01168.01,CANDIDATE,856.672115,23.144,858.1,3.87,0.81,242.0,0.1158,39.2,6449.0,4.232,1.309,13.997
K01169.01,CANDIDATE,0.689210173,1.6169,195.0,1.32,3362.71,1943.0,0.154,93.4,5630.0,4.505,0.954,13.248
K01170.01,CONFIRMED,7.34373964,1.1784,574.4,1.84,117.5,839.0,0.185,32.2,5757.0,4.597,0.762,14.657
K01171.01,FALSE POSITIVE,0.445277068,3.539,186.7,35.74,10177.11,2562.0,1.2962,28.9,6167.0,4.444,1.064,15.343
K00966.01,FALSE POSITIVE,0.379463865,0.86896,1973.3,59.56,19256.81,3000.0,1.246,458.6,5075.0,3.892,1.783,13.787
K00967.01,FALSE POSITIVE,9.88047978,2.78458,18541.0,23.6,129.45,860.0,1.02,534.5,6113.0,4.512,0.917,15.212
K00968.01,FALSE POSITIVE,4.6484156,38.1939,128.4,5.06,6152.88,2259.0,0.968,91.7,6980.0,3.577,3.482,10.963
K00969.01,FALSE POSITIVE,17.512014768,1.8248,4511.7,13.66,98.77,804.0,0.994,322.3,6224.0,4.33,1.132,12.336
K00970.01,CANDIDATE,3.9886021,1.7376,673.5,34.39,23135.72,3145.0,0.06,37.1,4813.0,2.472,13.652,6.974
K00971.01,CANDIDATE,0.533059312,1.8621,1495.8,133.56,277887.7,5862.0,1.263,179.6,8523.0,3.559,4.051,7.748
K01044.01,FALSE POSITIVE,0.525154153,2.1441,747.5,23.61,4391.51,2073.0,1.226,116.1,5582.0,4.497,0.846,15.058
K01045.01,FALSE POSITIVE,1.303861044,4.0541,598.2,27.85,1595.19,1610.0,1.258,140.6,5758.0,4.475,0.902,13.555
K01046.01,FALSE POSITIVE,0.73452496,6.7,,,,,,,,,,13.22
K01047.01,FALSE POSITIVE,2.55549176,9.083,113.8,23.35,701.68,1312.0,1.228,24.3,5948.0,4.508,0.901,14.554
K00014.01,FALSE POSITIVE,2.947376671,2.0911,433.2,403.59,7903.84,2404.0,2.641,62.3,8090.0,4.002,2.234,10.47
K00139.01,CONFIRMED,224.7789355,11.1899,3487.5,7.67,2.92,333.0,0.652,235.7,5873.0,4.293,1.235,13.492
K01104.01,FALSE POSITIVE,0.890110752,0.8774,321.5,1.25,838.42,1372.0,0.216,19.6,4768.0,4.628,0.711,15.723
K01105.01,FALSE POSITIVE,5.76573396,2.924,248.0,7.47,3518.78,1964.0,0.708,22.2,5772.0,3.364,4.434,14.313
K01106.01,CONFIRMED,7.42608123,3.6379,443.3,2.47,273.78,1037.0,0.097,37.5,6049.0,4.353,1.176,14.818
K01106.02,CONFIRMED,15.9868932,4.158,178.5,1.62,98.51,803.0,0.533,10.9,6049.0,4.353,1.176,14.818
K01107.01,FALSE POSITIVE,0.73094589,4.32,250.2,17.12,3248.17,1922.0,1.169,37.5,5901.0,4.553,0.848,15.401
K01108.01,CONFIRMED,18.92537246,3.9835,640.9,13.92,443.58,1171.0,0.806,41.0,4941.0,3.317,4.885,14.604
K01172.01,FALSE POSITIVE,0.933749106,4.256,186.2,3.22,15822.49,2863.0,0.736,136.3,6215.0,3.849,2.188,13.079
K01173.01,FALSE POSITIVE,2.037440623,3.442,118.6,1.19,1448.05,1572.0,0.715,27.0,6253.0,4.415,1.015,14.187
K01174.01,CANDIDATE,129995.7784,9.408,1474.9,2.99,0.0,25.0,0.7127,35.7,4500.0,4.572,0.726,13.447
K01175.01,CONFIRMED,31.5925809,13.566,145.1,1.78,53.09,688.0,0.283,25.5,5676.0,4.1,1.487,13.29
K01175.02,CONFIRMED,17.157236,11.284,110.4,1.55,119.87,844.0,0.238,23.6,5676.0,4.1,1.487,13.29
K01176.01,CONFIRMED,1.97376085,1.82542,30222.4,8.78,76.1,753.0,0.337,1252.5,3807.0,4.762,0.503,15.715
K00972.01,CONFIRMED,13.118962443,4.3045,372.2,8.25,2310.43,1768.0,0.042,267.4,7221.0,3.488,4.24,9.275
K00133.01,FALSE POSITIVE,4.618767792,5.9957,4399.1,7.48,442.78,1170.0,0.766,270.1,6013.0,4.381,1.033,13.652
K00972.02,CANDIDATE,7.82187328,3.8417,42.2,2.78,4601.71,2101.0,0.005,37.2,7221.0,3.488,4.24,9.275
K00974.01,CANDIDATE,53.5057611,10.5616,195.6,2.52,49.16,675.0,0.46,71.2,6247.0,4.016,1.762,9.582
K00975.01,CONFIRMED,2.785821236,3.5599,68.9,1.69,2388.98,1784.0,0.893,53.6,6202.0,4.026,1.733,8.224
K00976.01,FALSE POSITIVE,52.56901867,6.7507,26900.0,78.54,69.62,737.0,1.197,184.3,7240.0,4.178,1.717,9.729
K01048.01,FALSE POSITIVE,3.411758679,3.158,570.6,14.71,51.85,684.0,1.213,35.6,3995.0,4.71,0.561,15.258
K01049.01,FALSE POSITIVE,0.525426427,1.0801,324.6,1.45,4349.62,2069.0,0.113,63.6,5791.0,4.575,0.802,14.797
K01050.01,CONFIRMED,1.269091415,1.4647,340.9,1.41,740.47,1331.0,0.412,73.5,5041.0,4.576,0.766,13.999
K01050.02,CONFIRMED,2.853133997,1.465,277.1,1.36,251.77,1016.0,0.698,39.7,5041.0,4.576,0.766,13.999
K01051.01,CONFIRMED,6.79685353,3.1702,393.1,2.01,222.91,985.0,0.62,29.8,6061.0,4.486,0.97,15.391
K00146.01,FALSE POSITIVE,8.667822346,4.9658,2121.9,67.37,681.39,1303.0,1.276,187.6,6266.0,3.923,1.889,13.03
K01108.02,CONFIRMED,1.475323222,2.3155,154.9,5.88,13331.51,2740.0,0.136,27.2,4941.0,3.317,4.885,14.604
K01108.03,CONFIRMED,4.15246118,2.5755,223.4,7.62,3354.56,1941.0,0.639,24.5,4941.0,3.317,4.885,14.604
K01109.01,FALSE POSITIVE,6.7210783,7.46,,,,,,,,,,14.792
K01110.01,CONFIRMED,8.7348852,4.49,270.7,1.59,148.62,890.0,0.314,24.8,5982.0,4.493,0.96,14.794
K01111.01,FALSE POSITIVE,10.26547688,3.733,399.6,1.81,83.13,770.0,0.69,20.1,5699.0,4.553,0.853,15.212
K00151.01,CANDIDATE,13.4471791,3.0454,1428.2,5.24,122.34,848.0,0.963,105.3,6276.0,4.405,1.041,14.0
K01177.01,FALSE POSITIVE,3.305577989,2.5903,17971.0,25.89,263.55,1027.0,1.145,39.6,5534.0,4.629,0.707,15.537
K01178.01,FALSE POSITIVE,4.800653901,9.0419,15304.4,16.91,778.45,1347.0,0.785,298.0,6715.0,4.347,1.241,13.32
K01179.01,FALSE POSITIVE,15.06649901,5.9885,36348.0,56.44,177.96,932.0,1.018,154.6,5751.0,4.028,1.626,13.855
K01180.01,FALSE POSITIVE,34.82008158,11.1711,18847.8,11.36,10.49,459.0,0.663,882.6,5114.0,4.522,0.784,15.187
K01181.01,FALSE POSITIVE,0.651784374,2.0141,2779.3,33.65,4500.59,2090.0,1.224,195.2,5555.0,4.375,1.061,14.997
K00977.01,FALSE POSITIVE,1.353771892,7.012,1349.1,430.99,136609.48,4903.0,1.203,76.7,4283.0,2.012,15.76,10.523
K00978.01,FALSE POSITIVE,18.95491633,24.249,867.5,71.39,397.48,1139.0,1.228,249.3,6362.0,3.761,2.534,10.988
K00979.01,FALSE POSITIVE,4.348866254,3.2797,625.6,2436.69,401588.95,6421.0,1.187,56.3,3598.0,0.65,101.451,10.68
K00980.01,FALSE POSITIVE,47.93094546,2.6897,2144.4,68.02,158.41,905.0,1.272,221.1,8214.0,4.104,1.938,10.376
K00981.01,FALSE POSITIVE,3.99751422,3.686,32.8,2.98,5563.95,2203.0,0.0303,6.1,5066.0,3.122,5.324,10.733
K00982.01,FALSE POSITIVE,1.592633181,5.5605,633.1,1.56,290.51,1053.0,0.003,66.9,4506.0,4.626,0.651,15.47
K00134.01,CONFIRMED,67.5923754,12.249,4158.1,12.1,28.2,588.0,0.728,60.9,6038.0,4.082,1.744,13.675
K01052.01,CONFIRMED,17.02902786,4.645,568.9,2.54,76.66,755.0,0.202,29.8,5839.0,4.327,1.067,15.381
K01052.02,CONFIRMED,6.84619236,3.529,246.8,1.67,258.41,1022.0,0.077,17.7,5839.0,4.327,1.067,15.381
K01052.03,CONFIRMED,67.8321638,7.358,507.8,2.39,12.14,476.0,0.027,15.5,5839.0,4.327,1.067,15.381
K01052.04,CONFIRMED,43.1312147,3.198,447.8,2.39,22.21,554.0,0.67,11.8,5839.0,4.327,1.067,15.381
K01053.01,CONFIRMED,1.224866441,1.7086,196.0,1.54,2174.33,1741.0,0.286,21.1,5553.0,4.32,1.107,15.376
K01112.01,CONFIRMED,37.8102649,8.733,570.3,2.33,24.27,566.0,0.061,35.2,6085.0,4.451,0.973,14.633
K01113.01,CONFIRMED,25.93406406,4.6142,414.5,2.48,55.1,695.0,0.014,42.2,5952.0,4.287,1.225,13.703
K01113.02,CONFIRMED,83.4463485,6.536,503.0,2.73,11.59,471.0,0.058,36.1,5952.0,4.287,1.225,13.703
K01114.01,FALSE POSITIVE,7.04710032,2.926,400.9,25.2,223.84,986.0,1.195,24.0,5766.0,4.363,1.068,14.928
K01115.01,CONFIRMED,12.99204853,6.0175,270.6,2.03,132.94,866.0,0.091,38.7,5765.0,4.236,1.242,13.974
K01182.01,FALSE POSITIVE,11.11620211,4.211,4843.9,8.96,125.21,853.0,0.937,115.3,6122.0,4.471,0.996,15.38
K01183.01,FALSE POSITIVE,1.922861499,3.5734,1916.2,5.09,884.12,1392.0,0.943,103.4,5778.0,4.531,0.911,14.942
K01184.01,FALSE POSITIVE,0.635445336,1.8592,2547.4,19.0,451.42,1177.0,1.253,182.2,3920.0,4.7,0.55,15.432
K01185.01,FALSE POSITIVE,1.665784138,1.8946,2006.2,97.27,11424.49,2636.0,1.27,148.0,6261.0,3.686,2.789,11.84
K01186.01,FALSE POSITIVE,55.6639167,23.546,3414.4,34.14,8.38,434.0,1.298,103.4,5587.0,4.528,0.853,15.593
K00152.01,CONFIRMED,52.09081627,8.6388,2894.1,7.14,29.07,592.0,0.065,243.5,6198.0,4.237,1.324,13.914
K00983.01,FALSE POSITIVE,7.1548608,7.694,780.4,7.41,1141.57,1482.0,0.9848,24.2,7443.0,4.166,1.739,12.616
K00984.01,CONFIRMED,4.28746668,1.5693,790.1,2.29,186.31,942.0,0.374,19.4,5296.0,4.576,0.815,11.631
K00985.01,FALSE POSITIVE,2.002779769,2.231,260.5,1.42,696.4,1311.0,0.242,22.2,5346.0,4.44,0.892,14.606
K00986.01,CONFIRMED,8.18739443,3.0472,517.6,1.92,88.36,782.0,0.377,38.4,5251.0,4.494,0.849,14.138
K00986.02,CONFIRMED,76.0498163,7.158,445.9,1.75,4.53,372.0,0.015,17.4,5251.0,4.494,0.849,14.138
K00139.02,CONFIRMED,3.341799486,2.9254,178.2,1.67,798.41,1356.0,0.426,48.8,5873.0,4.293,1.235,13.492
K01054.01,FALSE POSITIVE,3.3226948,3.568,78.7,15.33,52428.3,3859.0,0.4722,8.6,5234.0,2.41,16.959,11.899
K01055.01,FALSE POSITIVE,36.97708808,4.737,1269.9,38.6,31.08,602.0,1.246,59.2,5589.0,4.193,1.239,13.698
K01056.01,FALSE POSITIVE,1.851409163,10.232,232.5,20.42,5090.14,2154.0,1.1117,54.4,7117.0,4.176,1.469,13.473
K01057.01,FALSE POSITIVE,1.303859704,2.8239,36.7,0.98,7759.2,2393.0,0.674,34.7,6802.0,4.103,1.521,11.558
K00147.01,FALSE POSITIVE,145.5624926,5.4126,2931.6,40.15,5.33,387.0,1.274,58.1,6148.0,4.346,1.095,13.884
K01116.01,CONFIRMED,3.749105745,1.9826,182.6,1.68,428.25,1160.0,0.942,38.0,5751.0,4.447,0.983,13.333
K01117.01,CONFIRMED,11.08956602,6.2877,148.1,3.51,965.62,1422.0,0.02,38.9,6353.0,3.698,2.867,12.808
K01118.01,CANDIDATE,7.37290344,2.172,205.2,2.67,240.11,1004.0,0.993,19.1,5973.0,4.371,1.07,13.835
K01119.01,FALSE POSITIVE,7.24476126,2.3145,58.0,0.65,116.02,837.0,0.04,27.2,5370.0,4.494,0.874,11.157
K01193.01,CANDIDATE,119.0624882,3.1188,5372.3,10.4,4.26,366.0,0.968,71.6,5697.0,4.392,0.92,15.289
K01194.01,CONFIRMED,8.70798309,2.4904,1419.6,2.01,20.59,543.0,0.063,28.1,4362.0,4.722,0.554,15.842
K01194.02,CANDIDATE,14.8623076,3.161,840.0,1.57,10.08,454.0,0.324,14.4,4362.0,4.722,0.554,15.842
K01194.03,CONFIRMED,4.17634276,2.335,531.5,1.23,54.8,694.0,0.142,14.9,4362.0,4.722,0.554,15.842
K00152.02,CONFIRMED,27.40229859,6.8491,747.5,3.63,68.46,734.0,0.022,79.3,6198.0,4.237,1.324,13.914
